exp,encoder,train_condition,layer,view,task,eval_condition,target,metric,value,ci_low,ci_high,seed_sd,n_seeds,trivial,majority_rate
E,dinov2_b,paired,8,cls,transfer,base,ee_obj_dist,r2,0.9272650150429176,0.9184620832470645,0.9345215631107862,0.002077096076846409,5,0.0,
E,dinov2_b,paired,8,cls,transfer,base,friction_slide,r2,-0.00620538333477807,-0.03906300124297456,0.011486618637821997,0.008171475787664483,5,0.0,
E,dinov2_b,paired,8,cls,transfer,base,log_mass,r2,-0.006409917440524016,-0.025652524082677493,0.008036646485601637,0.004288991054653401,5,0.0,
E,dinov2_b,paired,8,cls,transfer,base,obj_pos_x,r2,0.920849909534861,0.9012981043218483,0.9331178223427496,0.00487988279814607,5,0.0,
E,dinov2_b,paired,8,cls,transfer,base,obj_pos_y,r2,0.8777244459155057,0.8590553055482283,0.893953056180163,0.004037016095556526,5,0.0,
E,dinov2_b,paired,8,cls,transfer,base,obj_speed,r2,0.24771072976692116,0.19971622518469148,0.28451056762239235,0.01259132701876681,5,0.0,
E,dinov2_b,paired,8,cls,transfer,base,support_state,auroc,0.8918761171243041,0.8705686227228993,0.915805738114363,0.006949457959391134,5,0.5,0.8443333333333334
E,dinov2_b,paired,8,cls,transfer,base,support_state,balanced_accuracy,0.7571370962635604,0.7311365717407221,0.7831288247276892,0.0061984055066867634,5,0.5,0.8443333333333334
E,dinov2_b,paired,8,cls,transfer,occluded,contact_state,auroc,0.8907419369611114,0.8711796027569731,0.9098487338175066,0.005900665384690061,5,0.5,0.6
E,dinov2_b,paired,8,cls,transfer,occluded,contact_state,balanced_accuracy,0.8283881887359037,0.8110561056105611,0.8447017045454546,0.0037002701095842964,5,0.5,0.6
E,dinov2_b,paired,8,cls,transfer,occluded,ee_obj_dist,r2,0.536778821796498,0.4700688059115927,0.5875967829185424,0.017428299266481696,5,0.0,
E,dinov2_b,paired,8,cls,transfer,occluded,friction_slide,r2,-0.008853718969544833,-0.06987154179287355,0.01947825444691113,0.009647240898260521,5,0.0,
E,dinov2_b,paired,8,cls,transfer,occluded,log_mass,r2,-0.024133706046305138,-0.10923857043170225,0.015174804814199529,0.016907312726867997,5,0.0,
E,dinov2_b,paired,8,cls,transfer,occluded,obj_pos_x,r2,0.7349076877327384,0.6719172863728273,0.7814733550111982,0.017330072321696182,5,0.0,
E,dinov2_b,paired,8,cls,transfer,occluded,obj_pos_y,r2,0.2671621526554854,-0.02117144886142753,0.41266263301818323,0.08618021297771167,5,0.0,
E,dinov2_b,paired,8,cls,transfer,occluded,obj_speed,r2,0.11390835962223396,0.004597886285840253,0.17776659563649036,0.02198210125009055,5,0.0,
E,dinov2_b,paired,8,cls,transfer,occluded,support_state,auroc,0.7523561204763987,0.6913316255832572,0.7949595126115334,0.01540008092184117,5,0.5,0.8438775510204082
E,dinov2_b,paired,8,cls,transfer,occluded,support_state,balanced_accuracy,0.66430389810236,0.5887904515314194,0.7287773131361104,0.025413063026084145,5,0.5,0.8438775510204082
E,dinov2_b,paired,8,mean,transfer,base,contact_state,auroc,0.9546739583333335,0.9481138339120371,0.9619410416666667,0.0017633503509810985,5,0.5,0.6
E,dinov2_b,paired,8,mean,transfer,base,contact_state,balanced_accuracy,0.8776666666666667,0.8655555555555556,0.8897916666666668,0.0033044465926915316,5,0.5,0.6
E,dinov2_b,paired,8,mean,transfer,base,ee_obj_dist,r2,0.9359105617438447,0.9304222301019062,0.9411070062309583,0.0007546140966710719,5,0.0,
E,dinov2_b,paired,8,mean,transfer,base,friction_slide,r2,-0.005277760852510171,-0.03369240933470853,0.010781204874825485,0.005859830234402854,5,0.0,
E,dinov2_b,paired,8,mean,transfer,base,log_mass,r2,-0.005018031027941849,-0.02690251589906701,0.011504358042751864,0.00563539376205317,5,0.0,
E,dinov2_b,paired,8,mean,transfer,base,obj_pos_x,r2,0.927682399885874,0.9120870657238561,0.9386418542205316,0.003605408417271729,5,0.0,
E,dinov2_b,paired,8,mean,transfer,base,obj_pos_y,r2,0.8967853516710124,0.8754138847100182,0.9122063487268061,0.004824935512418094,5,0.0,
E,dinov2_b,paired,8,mean,transfer,base,obj_speed,r2,0.2542271201390922,0.21158640010706195,0.288913257148175,0.011975602253180444,5,0.0,
E,dinov2_b,paired,8,mean,transfer,base,support_state,auroc,0.8931942773299996,0.875875842626793,0.9150818933458115,0.005502950529750392,5,0.5,0.8443333333333334
E,dinov2_b,paired,8,mean,transfer,base,support_state,balanced_accuracy,0.7617080920041676,0.7304137133154852,0.7948854612078659,0.009715214820697923,5,0.5,0.8443333333333334
E,dinov2_b,paired,8,mean,transfer,occluded,contact_state,auroc,0.8938333745980757,0.8794076561121458,0.9082788395316804,0.003773955846017883,5,0.5,0.6
E,dinov2_b,paired,8,mean,transfer,occluded,contact_state,balanced_accuracy,0.8017943318442702,0.7892045454545455,0.8157362459546925,0.003429693736863408,5,0.5,0.6
E,dinov2_b,paired,8,mean,transfer,occluded,ee_obj_dist,r2,0.5722966023216521,0.5046407784616924,0.632455590580635,0.02340309676575927,5,0.0,
E,dinov2_b,paired,8,mean,transfer,occluded,friction_slide,r2,-0.004415856608542668,-0.05988986766539492,0.022147908478665986,0.00660631111602895,5,0.0,
E,dinov2_b,paired,8,mean,transfer,occluded,log_mass,r2,-0.021441867300788654,-0.11144831917344143,0.01579073401206751,0.019208046890812503,5,0.0,
