exp,seed,encoder,train_condition,layer,view,task,eval_condition,target,n_rows,n_scenes,metric,value,ci_low,ci_high,trivial
F,4,dinov2_b,base,11,mean,scene_pooled,base,log_mass,600,600,r2,-0.0012078952839489343,-0.01276849774411149,0.003919110507833469,0.0
F,4,dinov2_b,base,2,cls,scene_pooled,base,friction_slide,600,600,r2,-0.007737521670364789,-0.020708383512789395,0.00013751286091709392,0.0
F,4,dinov2_b,base,2,cls,scene_pooled,base,log_mass,600,600,r2,-0.004754312143427475,-0.016098695213679827,4.450865682670406e-05,0.0
F,4,dinov2_b,base,2,mean,scene_pooled,base,friction_slide,600,600,r2,-0.007283923566271833,-0.019329673964223505,0.00010739969929993979,0.0
F,4,dinov2_b,base,2,mean,scene_pooled,base,log_mass,600,600,r2,-0.003959847054660903,-0.016506435303804266,0.002975732934140007,0.0
F,4,dinov2_b,base,5,cls,scene_pooled,base,friction_slide,600,600,r2,-0.0026129818582809605,-0.011958678593597366,0.0008898952475226724,0.0
F,4,dinov2_b,base,5,cls,scene_pooled,base,log_mass,600,600,r2,-0.005598611197233483,-0.017370920339331797,0.0002336227426263249,0.0
F,4,dinov2_b,base,5,mean,scene_pooled,base,friction_slide,600,600,r2,-0.007246847072612361,-0.02067603442664236,0.0013265668647639518,0.0
F,4,dinov2_b,base,5,mean,scene_pooled,base,log_mass,600,600,r2,-0.0032188301561977273,-0.015333704371632678,0.0030225336900143195,0.0
F,4,dinov2_b,base,8,cls,scene_pooled,base,friction_slide,600,600,r2,-0.0183243440384262,-0.05731140879888032,0.015853189694685906,0.0
F,4,dinov2_b,base,8,cls,scene_pooled,base,log_mass,600,600,r2,-0.0017678671708452054,-0.014303566437102955,0.0037946413303341117,0.0
F,4,dinov2_b,base,8,mean,scene_pooled,base,friction_slide,600,600,r2,-0.010500986606954532,-0.027323808613729895,0.0024456780988821986,0.0
F,4,dinov2_b,base,8,mean,scene_pooled,base,log_mass,600,600,r2,-0.0008903894468832441,-0.012666835702933272,0.005019501869915607,0.0
F,4,random_b,base,11,cls,scene_pooled,base,friction_slide,600,600,r2,-0.0032533367477998176,-0.01340132946067753,0.0012451538653850986,0.0
F,4,random_b,base,11,cls,scene_pooled,base,log_mass,600,600,r2,-0.0006881710337964808,-0.012163163445006408,0.0032953430837312785,0.0
F,4,random_b,base,11,mean,scene_pooled,base,friction_slide,600,600,r2,-0.020836409859647853,-0.046275965110037974,-0.0011736882524549309,0.0
F,4,random_b,base,11,mean,scene_pooled,base,log_mass,600,600,r2,-0.000870930316032803,-0.012198510100998327,0.0028985457787807896,0.0
F,4,random_b,base,2,cls,scene_pooled,base,friction_slide,600,600,r2,-0.016481219485933396,-0.03371296873261982,-0.004248717814426591,0.0
F,4,random_b,base,2,cls,scene_pooled,base,log_mass,600,600,r2,-0.0016025210815007185,-0.01263708057193103,0.00193123941584886,0.0
F,4,random_b,base,2,mean,scene_pooled,base,friction_slide,600,600,r2,-0.0010411445918767637,-0.010990350164326335,0.003256561726186481,0.0
F,4,random_b,base,2,mean,scene_pooled,base,log_mass,600,600,r2,-0.0006688641385388383,-0.01190618885736695,0.002888658261287509,0.0
F,4,random_b,base,5,cls,scene_pooled,base,friction_slide,600,600,r2,-0.0034829740113730967,-0.013713589268698367,0.0008594573801336956,0.0
F,4,random_b,base,5,cls,scene_pooled,base,log_mass,600,600,r2,-0.0008680369544751265,-0.012323512799672769,0.00295401041418781,0.0
F,4,random_b,base,5,mean,scene_pooled,base,friction_slide,600,600,r2,-0.021194254579135707,-0.04577552338811593,-0.0021850969094728283,0.0
F,4,random_b,base,5,mean,scene_pooled,base,log_mass,600,600,r2,-0.000696652298737499,-0.012025285174174616,0.0031997109038721066,0.0
F,4,random_b,base,8,cls,scene_pooled,base,friction_slide,600,600,r2,-0.003302108826619854,-0.013586109786055345,0.0013167046051820728,0.0
F,4,random_b,base,8,cls,scene_pooled,base,log_mass,600,600,r2,-0.000780362475755414,-0.012364086290364801,0.0031566412907195304,0.0
F,4,random_b,base,8,mean,scene_pooled,base,friction_slide,600,600,r2,-0.0014794565855862363,-0.011724270836646473,0.0028775197981214234,0.0
F,4,random_b,base,8,mean,scene_pooled,base,log_mass,600,600,r2,-0.0007254955520625828,-0.012065785140189545,0.0031467234835158733,0.0
F,4,videomae_b,base,11,mean,real,base,friction_slide,600,600,r2,0.27709792243216136,0.21312120688698327,0.3354387648645775,0.0
F,4,videomae_b,base,11,mean,real,base,log_mass,600,600,r2,-0.0021394613858407574,-0.014175849041223687,0.004017690203859556,0.0
F,4,videomae_b,base,2,mean,real,base,friction_slide,600,600,r2,0.11191151327266657,0.030951360679258418,0.18297269545776124,0.0
F,4,videomae_b,base,2,mean,real,base,log_mass,600,600,r2,-0.0031947450949427747,-0.014778697712469657,0.002527553889933745,0.0
F,4,videomae_b,base,5,mean,real,base,friction_slide,600,600,r2,0.32928962537426276,0.25953553466326673,0.39274223491220883,0.0
F,4,videomae_b,base,5,mean,real,base,log_mass,600,600,r2,-0.0023629937571272297,-0.014178065901664604,0.003342070914097232,0.0
F,4,videomae_b,base,8,mean,real,base,friction_slide,600,600,r2,0.33854510917723246,0.2728282171356593,0.40026893358036847,0.0
F,4,videomae_b,base,8,mean,real,base,log_mass,600,600,r2,-0.0023298670883040717,-0.014005046386406105,0.004120529454311317,0.0
F,4,vjepa2,base,11,mean,real,base,friction_slide,600,600,r2,0.46491397399096335,0.402670885821697,0.5201471088038385,0.0
F,4,vjepa2,base,11,mean,real,base,log_mass,600,600,r2,-0.0015566864800402591,-0.013965482342484275,0.005120218117456556,0.0
F,4,vjepa2,base,17,mean,real,base,friction_slide,600,600,r2,0.5648730306419008,0.5113572285891729,0.6123243558251557,0.0
F,4,vjepa2,base,17,mean,real,base,log_mass,600,600,r2,-0.003735995025357486,-0.015972709342152124,0.0018714479856078887,0.0
F,4,vjepa2,base,23,mean,real,base,friction_slide,600,600,r2,0.5258801669302102,0.46826188170763183,0.5793379809077275,0.0
F,4,vjepa2,base,23,mean,real,base,log_mass,600,600,r2,-0.004363587001072977,-0.016585963347271283,0.0012336873059427672,0.0
F,4,vjepa2,base,5,mean,real,base,friction_slide,600,600,r2,0.30355605239909267,0.22361607998283514,0.3705544606913036,0.0
F,4,vjepa2,base,5,mean,real,base,log_mass,600,600,r2,-0.0029761391899667533,-0.014291781515753988,0.0027324356672250075,0.0
