exp,seed,encoder,train_condition,layer,view,task,eval_condition,target,n_rows,n_scenes,metric,value,ci_low,ci_high,trivial,majority_rate
C,2,random_b,base,11,mean,real,base,support_state,6000,600,auroc,0.7578246716492423,0.7391467981538868,0.7759912810203442,0.5,0.837
C,2,random_b,base,2,cls,real,base,contact_state,6000,600,balanced_accuracy,0.7423611111111111,0.7325,0.7525034722222221,0.5,0.6
C,2,random_b,base,2,cls,real,base,contact_state,6000,600,auroc,0.8377780092592593,0.8306050925925926,0.8452277430555556,0.5,0.6
C,2,random_b,base,2,cls,real,base,ee_obj_dist,6000,600,r2,0.5997924783909201,0.5858755724478617,0.6136555196752549,0.0,
C,2,random_b,base,2,cls,real,base,friction_slide,6000,600,r2,-0.002639048540496347,-0.015082595527202968,0.00507585516942676,0.0,
C,2,random_b,base,2,cls,real,base,log_mass,6000,600,r2,-0.0024768545208790904,-0.016353571534177724,0.0057184625600387165,0.0,
C,2,random_b,base,2,cls,real,base,obj_pos_x,6000,600,r2,0.455727592065715,0.4278849591658274,0.48117755264206313,0.0,
C,2,random_b,base,2,cls,real,base,obj_pos_y,6000,600,r2,0.4318937994420169,0.40008559493374,0.4607350546872365,0.0,
C,2,random_b,base,2,cls,real,base,obj_speed,6000,600,r2,0.08323834978129319,0.06708044541308217,0.09679489993847037,0.0,
C,2,random_b,base,2,cls,real,base,support_state,6000,600,balanced_accuracy,0.5890749414233812,0.5757942960530666,0.6029274171260945,0.5,0.837
C,2,random_b,base,2,cls,real,base,support_state,6000,600,auroc,0.7555897201597226,0.7381743512478912,0.7729847266181091,0.5,0.837
C,2,random_b,base,2,mean,real,base,contact_state,6000,600,balanced_accuracy,0.7579861111111111,0.7479166666666667,0.7679166666666666,0.5,0.6
C,2,random_b,base,2,mean,real,base,contact_state,6000,600,auroc,0.8521611111111111,0.8452730787037037,0.8594762789351852,0.5,0.6
C,2,random_b,base,2,mean,real,base,ee_obj_dist,6000,600,r2,0.6250697895817103,0.6125521687206118,0.6373425093188129,0.0,
C,2,random_b,base,2,mean,real,base,friction_slide,6000,600,r2,-0.0016421307732386037,-0.013849061048453737,0.006146250772455765,0.0,
C,2,random_b,base,2,mean,real,base,log_mass,6000,600,r2,-0.0008039866191213996,-0.014843001739797112,0.007443602714484457,0.0,
C,2,random_b,base,2,mean,real,base,obj_pos_x,6000,600,r2,0.496559594922076,0.47556408516923365,0.5156640540811251,0.0,
C,2,random_b,base,2,mean,real,base,obj_pos_y,6000,600,r2,0.5042127296180084,0.48004243420027565,0.5269495876346312,0.0,
C,2,random_b,base,2,mean,real,base,obj_speed,6000,600,r2,0.09432038136435661,0.07843238312641809,0.10722487190361168,0.0,
C,2,random_b,base,2,mean,real,base,support_state,6000,600,balanced_accuracy,0.5993860144199876,0.584391706710601,0.6144699481061079,0.5,0.837
C,2,random_b,base,2,mean,real,base,support_state,6000,600,auroc,0.7582522382091395,0.7383835081626017,0.7772996376578097,0.5,0.837
C,2,random_b,base,5,cls,real,base,contact_state,6000,600,balanced_accuracy,0.7485416666666667,0.7388177083333334,0.7579184027777778,0.5,0.6
C,2,random_b,base,5,cls,real,base,contact_state,6000,600,auroc,0.8413019675925926,0.8338737268518519,0.8486201793981482,0.5,0.6
C,2,random_b,base,5,cls,real,base,ee_obj_dist,6000,600,r2,0.5949130814344104,0.5719363799361361,0.6139432626273738,0.0,
C,2,random_b,base,5,cls,real,base,friction_slide,6000,600,r2,-0.0029347734263729386,-0.01555069267280883,0.004688143103467294,0.0,
C,2,random_b,base,5,cls,real,base,log_mass,6000,600,r2,-0.0016899462881398986,-0.015906005664272093,0.006761735998093099,0.0,
C,2,random_b,base,5,cls,real,base,obj_pos_x,6000,600,r2,0.4710282756656712,0.44215954449210815,0.4965695226310846,0.0,
C,2,random_b,base,5,cls,real,base,obj_pos_y,6000,600,r2,0.4542583671444921,0.42541238553825145,0.480026056867611,0.0,
C,2,random_b,base,5,cls,real,base,obj_speed,6000,600,r2,0.0861352518395957,0.06834458275550186,0.10101198068464076,0.0,
C,2,random_b,base,5,cls,real,base,support_state,6000,600,balanced_accuracy,0.5919567400370883,0.5772670525516207,0.6065867213835284,0.5,0.837
C,2,random_b,base,5,cls,real,base,support_state,6000,600,auroc,0.7593704265648326,0.7400137376231981,0.7776420286337014,0.5,0.837
C,2,random_b,base,5,mean,real,base,contact_state,6000,600,balanced_accuracy,0.76,0.7499305555555555,0.7694461805555555,0.5,0.6
C,2,random_b,base,5,mean,real,base,contact_state,6000,600,auroc,0.8539017361111111,0.8467609230324074,0.8610637644675926,0.5,0.6
C,2,random_b,base,5,mean,real,base,ee_obj_dist,6000,600,r2,0.6218514888376827,0.6082351922001478,0.6354301656735485,0.0,
C,2,random_b,base,5,mean,real,base,friction_slide,6000,600,r2,-0.001081630052997662,-0.013250715994221368,0.006547004817697091,0.0,
